"","study_id","INOCTYPE"
"871","10.1016/j.sjbs.2020.09.053"," microbial inoculants"
"872","10.1016/j.sjbs.2020.09.053"," rhizoglomus irregulare"
"873","10.1016/j.sjbs.2020.09.053"," irregulare pseudomonas putida combined"
"874","10.1016/j.sjbs.2020.09.053"," pseudomonas putida"
"875","10.1007/s11356-020-12131-x","amf inoculation"
"876","10.1007/s11356-020-12131-x"," arbuscular mycorrhizal fungus (amf)"
"877","10.3390/plants9121801","arbuscular mycorrhizal fungus (amf)"
"878","10.3390/plants9121801"," rhizobia pgpr"
"879","10.1111/jam.14951","subtilis"
"880","10.1111/jam.14951"," amf inoculation"
"881","10.1111/jam.14951"," native bacterial"
"882","10.1111/jam.14951"," bacillus"
"883","10.1111/jam.14951"," arbuscular mycorrhizal fungi (amf)"
"884","10.3389/fpls.2020.516818","plant growth-promoting rhizobacteria"
"885","10.3389/fpls.2020.516818"," arbuscular mycorrhizal fungi"
"886","10.3389/fpls.2020.516818"," exotic native"
"887","10.1016/j.envpol.2020.115980","rhizophagus intraradices"
"888","10.1016/j.envpol.2020.115980"," arbuscular mycorrhizal fungi (amf)"
"889","10.1016/j.jhazmat.2020.124325","amf inoculation"
"890","10.1016/j.jhazmat.2020.124325"," arbuscular mycorrhizal fungi"
"891","10.3390/microorganisms8111695","field-sourced native consortium"
"892","10.3390/microorganisms8111695"," arbuscular mycorrhizal fungi"
"893","10.3390/microorganisms8111695"," rhizobium"
"894","10.1007/s10646-020-02298-x","arbuscular mycorrhizal fungi"
"895","10.1007/s10646-020-02298-x"," rhizophagus intraradices"
"896","10.3390/ijms21217987","the mycorrhizal irregularis fungi r."
"897","10.3390/ijms21217987"," autoclaved soil inoculation"
"898","10.3390/ijms21217987"," arbuscular mycorrhizal fungi (amf)"
"899","10.3390/ijms21217987"," rhizophagus irregularis"
"900","10.3390/ijms21217987"," natural inoculation"
"901","10.3390/ijms21217987"," rhizophagus irregularis control"
"902","10.3390/ijms21217987"," endophytic core microbiome"
"903","10.3390/ijms21217987"," autoclaved soil"
"904","10.1007/s00572-020-00991-7","funneliformis mosseae"
"905","10.1007/s00572-020-00991-7"," arbuscular mycorrhizae"
"906","10.1007/s00572-020-00991-7"," mosseae f."
"907","10.1007/s00572-020-00991-7"," arbuscular mycorrhiza inoculation"
"908","10.1007/s00572-020-00991-7"," arbuscular mycorrhizal plants"
"909","10.1007/s00572-020-00991-7"," arbuscular mycorrhizal fungi"
"910","10.1007/s00572-020-00991-7"," a metal-tolerant funneliformis mosseae"
"911","10.1016/j.ecoenv.2020.111495","amf inoculation"
"912","10.1016/j.ecoenv.2020.111495"," claroideoglomus claroideum cc"
"913","10.1016/j.ecoenv.2020.111495"," arbuscular mycorrhizal fungi (amf)"
"914","10.1016/j.ecoenv.2020.111495"," claroideoglomus claroideum"
"915","10.1016/j.ecoenv.2020.111495"," non-inoculated"
"916","10.1007/s11356-020-10636-z","plant growth-promoting rhizobacteria"
"917","10.1007/s11356-020-10636-z"," arbuscular mycorrhizal (am)"
"918","10.1371/journal.pone.0234099","s. s. americanus"
"919","10.1371/journal.pone.0234099"," suillus"
"920","10.1371/journal.pone.0234099"," subaureus s. spraguei >"
"921","10.1371/journal.pone.0234099"," suillus subaureus"
"922","10.1371/journal.pone.0234099"," ectomycorrhizal fungi"
"923","10.1371/journal.pone.0234099"," subaureus s. americanus"
"924","10.1371/journal.pone.0234099"," subaureus s. americanus spraguei"
"925","10.1371/journal.pone.0234099"," subaureus"
"926","10.1371/journal.pone.0234099"," subaureus s."
"927","10.1371/journal.pone.0234099"," subaureus delayed"
"928","10.1371/journal.pone.0234099"," subaureus s. spraguei"
"929","10.1371/journal.pone.0234099"," s. spraguei"
"930","10.1371/journal.pone.0234099"," s. americanus"
"931","10.3390/plants9080975","leguminosarum bv"
"932","10.3390/plants9080975"," bacterium bv"
"933","10.3390/plants9080975"," arbuscular mycorrhizal fungus glomus"
"934","10.3390/plants9080975"," bacterium nodule rhizobium leguminosarum bv"
"935","10.3390/plants9080975"," variovorax"
"936","10.3390/plants9080975"," rhizobium bv"
"937","10.3390/plants9080975"," rhizobacterium"
"938","10.1016/j.micres.2020.126556","bacterial-fungal consortium"
"939","10.1016/j.micres.2020.126556"," arbuscular mycorrhizal fungi (amf)"
"940","10.1016/j.micres.2020.126556"," rhizoglomus irregulare"
"941","10.1016/j.micres.2020.126556"," irregulare r."
"942","10.1016/j.micres.2020.126556"," genus pseudomonas"
"943","10.1016/j.micres.2020.126556"," phosphate-solubilizing bacteria"
"944","10.1016/j.ecoenv.2020.110988","amf-funneliformis mosseae"
"945","10.1016/j.ecoenv.2020.110988"," the amf-funneliformis mosseae fm"
"946","10.1016/j.ecoenv.2020.110988"," arbuscular mycorrhizal fungus (amf)"
"947","10.1016/j.jtemb.2020.126594","arbuscular mycorrhizal (am)"
"948","10.1016/j.jtemb.2020.126594"," fungus rhizophagus intraradices groups"
"949","10.1016/j.jtemb.2020.126594"," saprophytic fungi"
"950","10.1016/j.jtemb.2020.126594"," arbuscular mycorrhizal fungi (amf)"
"951","10.1016/j.jtemb.2020.126594"," protists"
"952","10.1016/j.jtemb.2020.126594"," intraradices r."
"953","10.1016/j.jtemb.2020.126594"," rhizophagus intraradices"
"954","10.1016/j.jtemb.2020.126594"," fungus"
"955","10.13227/j.hjkx.201906119","local soil"
"956","10.13227/j.hjkx.201906119"," mf-md"
"957","10.13227/j.hjkx.201906119"," strain mf-md obtained"
"958","10.13227/j.hjkx.201906119"," mf-md inoculation"
"959","10.3390/plants9070804","amf inoculation"
"960","10.3390/plants9070804"," arbuscular mycorrhizal fungi (amf)"
"961","10.1016/j.ecoenv.2020.110869","terreus"
"962","10.1016/j.ecoenv.2020.110869"," aspergillus terreus"
"963","10.1016/j.ecoenv.2020.110869"," terreus a."
"964","10.1016/j.ecoenv.2020.110869"," saprophytic filamentous fungi"
"965","10.1016/j.ecoenv.2020.110869"," arbuscular mycorrhizal (am)"
"966","10.3390/jof6020087","arbuscular mycorrhizal (am)"
"967","10.3390/jof6020087"," em fungus irregularis sphaerosporella brunnea mixture"
"968","10.3390/jof6020087"," am fungus rhizophagus irregularis brunnea"
"969","10.3390/jof6020087"," rhizophagus irregularis"
"970","10.3390/jof6020087"," sphaerosporella brunnea"
"971","10.3390/jof6020087"," em brunnea s."
"972","10.3390/jof6020087"," brunnea s."
"973","10.3390/microorganisms8060899","arbuscular mycorrhizal fungus (amf)"
"974","10.3390/microorganisms8060899"," irregularis r."
"975","10.3390/microorganisms8060899"," rizophagus irregularis"
"976","10.3390/microorganisms8060899"," fungus amf rizophagus irregularis"
"977","10.1007/s00572-020-00962-y","indica-inoculated"
"978","10.1007/s00572-020-00962-y"," arbuscular mycorrhizal fungal markers"
"979","10.1007/s00572-020-00962-y"," r. irregularis"
"980","10.1007/s00572-020-00962-y"," indica"
"981","10.1007/s00572-020-00962-y"," indica irregularis s."
"982","10.1007/s00572-020-00962-y"," indica indica irregularis irregularis s."
"983","10.1007/s00572-020-00962-y"," indica indica s."
"984","10.1007/s00572-020-00962-y"," indica r. irregularis"
"985","10.1007/s00572-020-00962-y"," the serendipita indica"
"986","10.1007/s00572-020-00962-y"," r. irregularis ergosterol"
"987","10.1007/s00572-020-00962-y"," indica s."
"988","10.1007/s00572-020-00962-y"," endophytic fungus fungus serendipita indica"
"989","10.1007/s00572-020-00962-y"," endophytic fungus serendipita"
"990","10.1007/978-1-0716-0603-2_3","arbuscular mycorrhizas"
"991","10.1007/978-1-0716-0603-2_3"," extraradical mycelium"
"992","10.1007/978-1-0716-0603-2_3"," arbuscular mycorrhizal fungi (amf)"
"993","10.1007/s00572-020-00957-9","amf inoculation"
"994","10.1007/s00572-020-00957-9"," gigaspora margarita"
"995","10.1007/s00572-020-00957-9"," mosseae acaulospora laevis beg13"
"996","10.1007/s00572-020-00957-9"," arbuscular mycorrhizal fungi (amf)"
"997","10.1007/s00572-020-00957-9"," mosseae gigaspora margarita beg34"
"998","10.1007/s00572-020-00957-9"," funnelliformis mosseae beg12 laevis margarita"
"999","10.1007/s00572-020-00957-9"," acaulospora laevis"
"1000","10.3390/microorganisms8040602","indigenous plants"
"1001","10.3390/microorganisms8040602"," bacterial"
"1002","10.3390/microorganisms8040602"," proteobacteria"
"1003","10.3390/microorganisms8040602"," arbuscular mycorrhizal fungi"
"1004","10.3390/microorganisms8040602"," arbuscular mycorrhizal fungi (amf)"
"1005","10.1186/s40529-020-00290-6","arbuscular mycorrhizal fungi inoculation"
"1006","10.1186/s40529-020-00290-6"," arbuscular mycorrhizal fungi"
"1007","10.1186/s40529-020-00290-6"," arbuscular mycorrhizal fungi (amf)"
"1008","10.3390/jof6020044","arbuscular mycorrhizal fungal"
"1009","10.3390/jof6020044"," arbuscular mycorrhizal fungi"
"1010","10.3390/jof6020044"," arbuscular mycorrhizal inoculation"
"1011","10.3390/jof6020044"," claroideoglomus etunicatum"
"1012","10.3390/jof6020044"," claroideoglomus etunicatum beg168"
"1013","10.3390/jof6020044"," etunicatum beg168"
"1014","10.1016/j.envpol.2020.114406","amf inoculation"
"1015","10.1016/j.envpol.2020.114406"," arbuscular mycorrhizal fungi (amf)"
"1016","10.1016/j.ecoenv.2020.110485","arbuscular mycorrhizal (am)"
"1017","10.3389/fpls.2020.00072","irregularis r. megaterium"
"1018","10.3389/fpls.2020.00072"," frateuria aurantia"
"1019","10.3389/fpls.2020.00072"," megaterium frateuria aurantia"
"1020","10.3389/fpls.2020.00072"," irregularis azotobacter vinelandii"
"1021","10.3389/fpls.2020.00072"," bacillus megaterium"
"1022","10.3389/fpls.2020.00072"," rhizophagus irregularis vinelandii"
"1023","10.3389/fpls.2020.00072"," azoarcus"
"1024","10.3389/fpls.2020.00072"," azospirillum"
"1025","10.3389/fpls.2020.00072"," bacterial consortium"
"1026","10.3389/fpls.2020.00072"," rhizophagus irregularis"
"1027","10.3389/fpls.2020.00072"," azorhizobium"
"1028","10.3389/fpls.2020.00072"," azotobacter vinelandii"
"1029","10.3389/fpls.2020.00072"," fungal-bacterial consortia"
"1030","10.3389/fpls.2020.00072"," irregularis bacillus megaterium aurantia"
"1031","10.3389/fpls.2020.00072"," a bacterial consortium spp"
"1032","10.3390/microorganisms8030364","arbuscular mycorrhizal fungi (amf)"
"1033","10.3390/ijms21051748","arbuscular mycorrhizal (am)"
"1034","10.3390/microorganisms8030327","amf inoculation"
"1035","10.3390/microorganisms8030327"," arbuscular mycorrhizal fungi"
"1036","10.3390/microorganisms8030327"," arbuscular mycorrhizal fungi (amf)"
"1037","10.1080/15226514.2020.1725867","glomus versiforme"
"1038","10.1080/15226514.2020.1725867"," arbuscular mycorrhizal fungus (amf)-funneliformis mosseae (fm)"
"1039","10.1080/15226514.2020.1725867"," versiforme rhizophagus intraradices ri"
"1040","10.1080/15226514.2020.1725867"," glomus versiforme gv intraradices"
"1041","10.1080/15226514.2020.1725867"," rhizophagus intraradices"
"1042","10.1038/s41598-020-59447-9","amf inoculation"
"1043","10.1038/s41598-020-59447-9"," arbuscular mycorrhizal fungi (amf)"
"1044","10.3390/microorganisms8020230","arbuscular mycorrhizal (am)"
"1045","10.1007/s11356-020-07886-2","glomus moss"
"1046","10.1007/s11356-020-07886-2"," ryegrass-amf-soil"
"1047","10.1007/s11356-020-07886-2"," arbuscular mycorrhizal fungi (amf)"
"1048","10.1007/s00442-020-04598-9",NA
"1049","10.1007/s11356-020-07781-w","non-am fungal"
"1050","10.1007/s11356-020-07781-w"," arbuscular mycorrhizal (am)"
"1051","10.1016/j.scitotenv.2019.136294","amf inoculum"
"1052","10.1016/j.scitotenv.2019.136294"," arbuscular mycorrhizal fungi (amf)"
"1053","10.1016/j.jenvman.2019.109982","bioinocula the tested"
"1054","10.1016/j.jenvman.2019.109982"," plant growth-promoting bacteria"
"1055","10.1016/j.jenvman.2019.109982"," arbuscular mycorrhizal fungi (amf)"
"1056","10.1016/j.jenvman.2019.109982"," rhizoglomus irregulare"
"1057","10.1016/j.jenvman.2019.109982"," pseudomonas"
"1058","10.1016/j.jenvman.2019.109982"," pantoea"
"1059","10.1016/j.jhazmat.2019.121873","arbuscular mycorrhizal fungi (amf)"
"1060","10.1007/s11356-019-07300-6","arbuscular mycorrhiza (am)"
"1061","10.1007/s00572-019-00927-w","plant growth-promoting bacteria"
"1062","10.1007/s00572-019-00927-w"," arbuscular mycorrhizal fungi (amf)"
"1063","10.3390/microorganisms7120651","funneliformis"
"1064","10.3390/microorganisms7120651"," non-inoculation -m"
"1065","10.3390/microorganisms7120651"," arbuscular mycorrhizal (am) fungi"
"1066","10.3390/microorganisms7120651"," mosseae"
"1067","10.3389/fmicb.2019.02634","tuber"
"1068","10.3389/fmicb.2019.02634"," pseudomonas ensifer"
"1069","10.3389/fmicb.2019.02634"," ensifer sulfitobacter"
"1070","10.3389/fmicb.2019.02634"," phaeoisaria ascotaiwania"
"1071","10.3389/fmicb.2019.02634"," acremonium monographella"
"1072","10.3389/fmicb.2019.02634"," buellia podospora"
"1073","10.3389/fmicb.2019.02634"," pseudomonas ensifer sulfitobacter"
"1074","10.3389/fmicb.2019.02634"," acremonium monographella penicillium"
"1075","10.3389/fmicb.2019.02634"," acremonium penicillium"
"1076","10.3389/fmicb.2019.02634"," buellia podospora phaeoisaria"
"1077","10.3389/fmicb.2019.02634"," podospora phaeoisaria ascotaiwania lophiostoma"
"1078","10.3389/fmicb.2019.02634"," phaeoisaria lophiostoma"
"1079","10.3389/fmicb.2019.02591","funneliformis"
"1080","10.3389/fmicb.2019.02591"," mosseae f."
"1081","10.3389/fmicb.2019.02591"," arbuscular mycorrhizal fungi"
"1082","10.3389/fmicb.2019.02591"," mosseae"
"1083","10.1007/s11356-019-06785-5","amf inoculation"
"1084","10.1007/s11356-019-06785-5"," arbuscular mycorrihizal fungi (amf)"
"1085","10.1007/s10661-019-7873-6","azotobacter bradyrhizobium"
"1086","10.1007/s10661-019-7873-6"," gigaspora glomus"
"1087","10.1007/s10661-019-7873-6"," t/ha"
"1088","10.1007/s10661-019-7873-6"," azotobacter bradyrhizobium vam"
"1089","10.1007/s10661-019-7873-6"," arbuscular mycorrhiza"
"1090","10.1002/jsfa.10166","arbuscular mycorrhizal (am)"
"1091","10.1002/jsfa.10166"," native consortium"
"1092","10.1002/jsfa.10166"," inoculum claroideoglomus claroideum cc"
"1093","10.1002/jsfa.10166"," claroideoglomus claroideum"
"1094","10.1016/j.ecoenv.2019.109783","rolfsii"
"1095","10.1016/j.ecoenv.2019.109783"," rolfsii s."
"1096","10.1016/j.ecoenv.2019.109783"," sclerotium rolfsii"
"1097","10.1038/s41598-019-51369-5","rhizophagus irregularis"
"1098","10.1038/s41598-019-51369-5"," zip"
"1099","10.1038/s41598-019-51369-5"," arbuscular mycorrhizal fungi (amf)"
"1100","10.1038/s41598-019-50354-2","commercial formulation"
"1101","10.1038/s41598-019-50354-2"," arbuscular mycorrhizal (am)"
"1102","10.1016/j.chemosphere.2019.124710","arbuscular mycorrhizal fungs (amf)"
"1103","10.1016/j.chemosphere.2019.124710"," microbial inoculants"
"1104","10.1007/s00572-019-00914-1","glomus"
"1105","10.1007/s00572-019-00914-1"," commercial amf"
"1106","10.1007/s00572-019-00914-1"," amf inoculation"
"1107","10.1007/s00572-019-00914-1"," arbuscular mycorrhizal fungi (amf)"
"1108","10.3390/microorganisms7090289","acaulospora"
"1109","10.3390/microorganisms7090289"," arbuscular mycorrhizal (am) fungi (amf)"
"1110","10.1007/s42770-019-00125-y","arbuscular mycorrhizal fungal (amf)"
"1111","10.3389/fpls.2019.00843","funneliformis mosseae"
"1112","10.3389/fpls.2019.00843"," commercial inoculum"
"1113","10.3389/fpls.2019.00843"," intraradices funneliformis mosseae"
"1114","10.3389/fpls.2019.00843"," rhizophagus intraradices mosseae"
"1115","10.3389/fpls.2019.00843"," rhizophagus intraradices"
"1116","10.3389/fpls.2019.00843"," arbuscular mycorrhizal fungi (am)"
"1117","10.1002/ecy.2855","arbuscular mycorrhizal (am)"
"1118","10.1002/ecy.2855"," fungal inocula"
"1119","10.3389/fpls.2019.00895","gigasporaceae"
"1120","10.3389/fpls.2019.00895"," non-am fungal"
"1121","10.3389/fpls.2019.00895"," sitobion avenae"
"1122","10.3389/fpls.2019.00895"," arbuscular mycorrhizal fungi (amf)"
"1123","10.1016/j.ecoenv.2019.109476","arbuscular mycorrhiza (am)"
"1124","10.1016/j.ecoenv.2019.109476"," glomus etunicatum"
"1125","10.1016/j.jenvman.2019.06.130","plant growth-promoting rhizobacteria"
"1126","10.1016/j.jenvman.2019.06.130"," arbuscular mycorrhizal fungi (amf)"
"1127","10.1016/j.jenvman.2019.06.123","microbial inoculants"
"1128","10.1016/j.ecoenv.2019.109383","arbuscular mycorrhizal fungus rhizoglomus clarum"
"1129","10.1016/j.ecoenv.2019.109383"," arbuscular mycorrhizal fungus"
"1130","10.1016/j.ecoenv.2019.109383"," arbuscular mycorrhizal fungi"
"1131","10.1016/j.ecoenv.2019.109383"," arbuscular mycorrhizal fungi (amf)"
"1132","10.1016/j.chemosphere.2019.06.160","amf inoculation"
"1133","10.1016/j.chemosphere.2019.06.160"," arbuscular mycorrhizal fungi (amf)"
"1134","10.1016/j.jhazmat.2019.120813","claroideoglomus"
"1135","10.1016/j.jhazmat.2019.120813"," arbuscular mycorrhizal fungus (amf)"
"1136","10.1016/j.jhazmat.2019.120813"," claroideum"
"1137","10.1016/j.jhazmat.2019.120813"," pseudomonas libanensis"
"1138","10.1371/journal.pone.0218969","amf inoculants"
"1139","10.1371/journal.pone.0218969"," arbuscular mycorrhizal fungal (amf)"
"1140","10.1007/s00572-019-00900-7","rhizophagus irregularis colonization"
"1141","10.1007/s00572-019-00900-7"," rhizophagus irregularis"
"1142","10.1007/s00572-019-00900-7"," irregularis r."
"1143","10.1007/s00572-019-00900-7"," arbuscular mycorrhizal fungi (amf)"
"1144","10.1111/nph.15993","emf inocula"
"1145","10.1111/nph.15993"," geopora"
"1146","10.1111/nph.15993"," ectomycorrhizal fungi (emf)"
"1147","10.1111/nph.15993"," tuber"
"1148","10.1007/s00572-019-00898-y","arbuscular mycorrhizal fungi (amf)"
"1149","10.1016/j.envpol.2019.03.060","zizanioides  "
"1150","10.1016/j.envpol.2019.03.060","   c. citratus"
"1151","10.1007/s11356-019-05323-7","r. clraus"
"1152","10.1007/s11356-019-05323-7"," rhizophagus clarus"
"1153","10.1007/s11356-019-05323-7"," arbuscular mycorrhizal fungi (amf)"
"1154","10.3390/molecules24081603","arbuscular mycorrhizal (am)"
"1155","10.1039/c8ra10442e","glomus mosses etunicatum versiforme"
"1156","10.1039/c8ra10442e"," glomus etunicatum"
"1157","10.1039/c8ra10442e"," mosses versiforme"
"1158","10.1039/c8ra10442e"," glomus"
"1159","10.1039/c8ra10442e"," arbuscular mycorrhizal fungi (amf)"
"1160","10.1039/c8ra10442e"," glomus glomus mosses etunicatum"
"1161","10.1039/c8ra10442e"," glomus mosses"
"1162","10.1007/s00572-019-00890-6","pisolithus"
"1163","10.1007/s00572-019-00890-6"," suillus luteus"
"1164","10.1007/s00572-019-00890-6"," cenococcum geophilum"
"1165","10.1007/s00572-019-00890-6"," cenococcum geophilum sp. luteus"
"1166","10.1007/s00572-019-00890-6"," geophilum suillus luteus"
"1167","10.1007/s00572-019-00890-6"," geophilum luteus c."
"1168","10.1007/s00572-019-00890-6"," geophilum luteus s."
"1169","10.1016/j.chemosphere.2018.12.211","arbuscular mycorrhizal fungus (amf)"
"1170","10.1016/j.chemosphere.2018.12.211"," rhizophagus intraradices"
"1171","10.34133/2019/5893953","amf inoculation"
"1172","10.34133/2019/5893953"," arbuscular mycorrhizal fungi (amf)"
"1173","10.1007/s00572-019-00884-4","arbuscular mycorrhizal (am)"
"1174","10.1371/journal.pone.0213672","arbuscular mycorrhizal fungi (amf)"
"1175","10.3390/foods8030090","arbuscular mycorrhizal fungi"
"1176","10.7717/peerj.6421","actinobacteria"
"1177","10.7717/peerj.6421"," tuber"
"1178","10.7717/peerj.6421"," bacterial fungal"
"1179","10.7717/peerj.6421"," fusarium"
"1180","10.7717/peerj.6421"," truffle"
"1181","10.7717/peerj.6421"," streptomyces sm1a02 rhizomicrobium"
"1182","10.7717/peerj.6421"," ascomycota mucoromycota"
"1183","10.7717/peerj.6421"," commercial truffle"
"1184","10.1007/s00572-019-00883-5","gigaspora margarita"
"1185","10.1007/s00572-019-00883-5"," rhizophagus clarus"
"1186","10.1007/s00572-019-00883-5"," rhizophagus clarus rc margarita"
"1187","10.1007/s00572-019-00883-5"," arbuscular mycorrhizal fungi (amf)"
"1188","10.1007/s00572-019-00883-5"," gm isoline"
"1189","10.1007/s00572-019-00883-5"," clarus gigaspora margarita gm"
"1190","10.3389/fpls.2018.01906","amf inoculation"
"1191","10.3389/fpls.2018.01906"," funneliformis mosseae"
"1192","10.3389/fpls.2018.01906"," amf inoculations"
"1193","10.3389/fpls.2018.01906"," arbuscular mycorrhizal fungi (amf)"
"1194","10.3389/fpls.2018.01906"," rhizoglomus irregulare"
"1195","10.3389/fpls.2018.01906"," rhizoglomus irregulare mosseae"
"1196","10.3389/fpls.2018.01906"," irregulare funneliformis mosseae"
"1197","10.3389/fpls.2018.01906"," plant inoculation"
"1198","10.1007/s11356-019-04256-5","si mycorrhiza-rhizophagus irregularis"
"1199","10.1007/s11356-019-04256-5"," arbuscular mycorrhizal (am)"
"1200","10.1007/s11356-019-04256-5"," arbuscular mycorrhiza-rhizophagus"
"1201","10.1111/1758-2229.12729",NA
"1202","10.1016/j.ecoenv.2018.12.097","rhizophagus intraradices ri"
"1203","10.1016/j.ecoenv.2018.12.097"," glomus"
"1204","10.1016/j.ecoenv.2018.12.097"," versiforme"
"1205","10.1016/j.ecoenv.2018.12.097"," arbuscular mycorrhizal fungus (amf)"
"1206","10.1016/j.ecoenv.2018.12.097"," rhizophagus intraradices"
"1207","10.1016/j.scitotenv.2018.11.317","amf inoculation"
"1208","10.1016/j.scitotenv.2018.11.317"," arbuscular mycorrhizal fungi (amf)"
"1209","10.1002/ajb2.1206","amf inoculation"
"1210","10.1002/ajb2.1206"," the glomeraceae"
"1211","10.1002/ajb2.1206"," arbuscular mycorrhizal fungi (amf)"
"1212","10.3389/fpls.2018.01611","mosseae rhizophagus irregularis"
"1213","10.3389/fpls.2018.01611"," funneliformis mosseae"
"1214","10.3389/fpls.2018.01611"," mosseae f."
"1215","10.3389/fpls.2018.01611"," funneliformis mosseae viscosum irregularis"
"1216","10.3389/fpls.2018.01611"," rhizophagus irregularis"
"1217","10.3389/fpls.2018.01611"," pseudomonas"
"1218","10.3389/fpls.2018.01611"," irregularis r."
"1219","10.3389/fpls.2018.01611"," septoglomus"
"1220","10.3389/fpls.2018.01611"," arbuscular mycorrhizal fungi (amf)"
"1221","10.3389/fpls.2018.01631","amf inoculation"
"1222","10.3389/fpls.2018.01631"," commercial arbuscular mycorrhizal fungal (amf)"
"1223","10.3389/fpls.2018.01631"," emese"
"1224","10.3389/fpls.2018.01631"," bradyrhizobium"
"1225","10.3389/fpls.2018.01631"," rhizobia only"
"1226","10.3389/fpls.2018.01605","arbuscular mycorrhizal fungi (amf)"
"1227","10.1016/j.chemosphere.2018.11.085","rhizobia"
"1228","10.1016/j.chemosphere.2018.11.085"," rhizobia fungi"
"1229","10.1016/j.chemosphere.2018.11.085"," arbuscular mycorrhiza fungi (amf)"
"1230","10.13287/j.1001-9332.201809.034",NA
"1231","10.1016/j.ecoenv.2018.10.046","fungus funneliformis caledonium"
"1232","10.1016/j.ecoenv.2018.10.046"," funneliformis caledonium"
"1233","10.1016/j.ecoenv.2018.10.046"," arbuscular mycorrhizal (am)"
"1234","10.1016/j.ecoenv.2018.10.046"," fungus"
"1235","10.19540/j.cnki.cjcmm.20180528.004","the mycorrhiza versiforme g."
"1236","10.19540/j.cnki.cjcmm.20180528.004"," glomus versiforme"
"1237","10.1016/j.chemosphere.2018.09.143",NA
"1238","10.1016/j.chemosphere.2018.08.147","amf inoculation"
"1239","10.1016/j.chemosphere.2018.08.147"," glomus"
"1240","10.1016/j.chemosphere.2018.08.147"," amf inocula"
"1241","10.1016/j.chemosphere.2018.08.147"," amf inoculum"
"1242","10.1016/j.chemosphere.2018.08.147"," arbuscular mycorrhizal fungi (amf)"
"1243","10.1016/j.chemosphere.2018.08.147"," commercial am inoculum"
"1244","10.1186/s12898-018-0197-5",NA
"1245","10.1007/s12088-018-0749-6","broome"
"1246","10.1007/s12088-018-0749-6"," haematococca"
"1247","10.1007/s12088-018-0749-6"," fungal inoculation"
"1248","10.1007/s12088-018-0749-6"," arbuscular mycorrhizal (am)"
"1249","10.1002/ecy.2502","arbuscular mycorrhizal fungi (amf)"
"1250","10.3390/plants7030063","glomus mosseae"
"1251","10.3390/plants7030063"," bacterial fungal"
"1252","10.1016/j.plantsci.2018.05.015","rhizophagus irregularis"
"1253","10.1016/j.plantsci.2018.05.015"," amf the rhizophagus irregularis mock-inoculated"
"1254","10.1016/j.plantsci.2018.05.015"," arbuscular mycorrhizal fungi (amf)"
"1255","10.3389/fpls.2018.01046",NA
"1256","10.1007/s00572-018-0856-6","rhizoglomus intraradices"
"1257","10.1007/s00572-018-0856-6"," arbuscular mycorrhizal (am)"
"1258","10.3390/ijms19082160","funneliformis mosseae"
"1259","10.3390/ijms19082160"," arbuscular mycorrhizal fungi (amf)"
"1260","10.3390/ijms19082160"," mosseae f."
"1261","10.1007/s00572-018-0853-9","rhizophagus irregularis strain strain arabicus"
"1262","10.1007/s00572-018-0853-9"," arbuscular mycorrhizal (am)"
"1263","10.1007/s00572-018-0853-9"," rhizophagus irregularis"
"1264","10.1007/s00572-018-0853-9"," irregularis r."
"1265","10.1007/s00572-018-0853-9"," rhizophagus arabicus"
"1266","10.1007/s00572-018-0853-9"," rhizophagus irregularis arabicus"
"1267","10.13227/j.hjkx.201702041","arbuscular mycorrhizal (am)"
"1268","10.13227/j.hjkx.201702041"," etunicatum rhizophagus intraradices ri"
"1269","10.13227/j.hjkx.201702041"," mycorrhizal fungi claroideoglomus etunicatum ce intraradices"
"1270","10.13227/j.hjkx.201702041"," claroideoglomus etunicatum"
"1271","10.13227/j.hjkx.201702041"," rhizophagus intraradices"
"1272","10.1007/s00572-018-0844-x","arbuscular mycorrhizal fungi"
"1273","10.1007/s00572-018-0844-x"," irregularis"
"1274","10.1007/s00572-018-0844-x"," bacterial fungal"
"1275","10.1007/s00572-018-0844-x"," rhizophagus"
"1276","10.1016/j.envpol.2018.06.003","amf inoculation"
"1277","10.1016/j.envpol.2018.06.003"," claroideoglomus etunicatum"
"1278","10.1016/j.envpol.2018.06.003"," arbuscular mycorrhizal fungi (amf)"
"1279","10.1080/15226514.2018.1438358","amf inoculation"
"1280","10.1080/15226514.2018.1438358"," glomus aggregatum"
"1281","10.1080/15226514.2018.1438358"," intraradices g."
"1282","10.1080/15226514.2018.1438358"," glomus intraradices"
"1283","10.1080/15226514.2018.1438358"," intraradices"
"1284","10.1080/15226514.2018.1438358"," glomus aggregatum intraradices"
"1285","10.1080/15226514.2018.1438358"," arbuscular mycorrhizal fungi (amf)"
"1286","10.1080/15226514.2018.1438358"," aggregatum"
"1287","10.1007/s00572-018-0839-7","arbuscular mycorrhizal fungi (amf)"
"1288","10.3389/fpls.2018.00607","fungi funneliformis mosseae"
"1289","10.3389/fpls.2018.00607"," arbuscular mycorrhizal (am)"
"1290","10.3389/fpls.2018.00607"," an am additional funneliformis mosseae"
"1291","10.1186/s12284-018-0226-1","endophyte piriformospora indica indica"
"1292","10.1186/s12284-018-0226-1"," tolerant caawa ir-64"
"1293","10.1186/s12284-018-0226-1"," piriformospora indica"
"1294","10.1093/femsec/fiy092","a bacillus thuringiensis strain iam"
