"","study_id","ECOTYPE"
"1048","10.3389/fpls.2018.00607"," populus cathayana"
"1049","10.3389/fpls.2018.00607"," p. cathayana"
"1050","10.1186/s12284-018-0226-1","rice"
"1051","10.1186/s12284-018-0226-1"," p. indica"
"1052","10.1186/s12284-018-0226-1"," rice mycorrhizal"
"1053","10.1186/s12284-018-0226-1"," rice"
"1054","10.1093/femsec/fiy092","santolina chamaecyparissus"
"1055","10.1093/femsec/fiy092"," lavandula dentata"
"1056","10.1093/femsec/fiy092"," chamaecyparissus s."
"1057","10.1093/femsec/fiy092"," thymus vulgaris"
"1058","10.1016/j.envpol.2018.04.138","p. tenuiflora"
"1059","10.1016/j.envpol.2018.04.138"," puccinellia tenuiflora"
"1060","10.1016/j.ecoenv.2018.03.073","medicago sativa"
"1061","10.7717/peerj.4425","lowland highland"
"1062","10.7717/peerj.4425"," lowland"
"1063","10.1007/s00572-018-0826-z","ryegrass"
"1064","10.1007/s00572-018-0826-z"," ryegrass"
"1065","10.1007/s00572-018-0826-z"," ryegrass perenne growth uptake"
"1066","10.1007/s00572-018-0826-z"," lolium perenne"
"1067","10.1007/s11356-018-1533-1","canavalia ensiformis"
"1068","10.1007/s11356-018-1533-1"," ensiformis c."
"1069","10.3389/fpls.2018.00093","maize soybean"
"1070","10.3389/fpls.2018.00093"," soybean"
"1071","10.3389/fpls.2018.00093"," soybean field-grown"
"1072","10.1016/j.scitotenv.2018.01.331","helianthus annuus"
"1073","10.1590/0001-3765201820160189","cowpea"
"1074","10.1139/cjm-2017-0521","chickpea"
"1075","10.1139/cjm-2017-0521"," several chickpea genotypes"
"1076","10.1139/cjm-2017-0521"," cicer arietinum"
"1077","10.3389/fpls.2017.02236","broadleaf signalgrass"
"1078","10.3389/fpls.2017.02236"," brachiaria platyphylla"
"1079","10.3389/fpls.2017.02236"," texas panicum"
"1080","10.3389/fpls.2017.02236"," sanguinalis"
"1081","10.3389/fpls.2017.02236"," digitaria"
"1082","10.3389/fpls.2017.02236"," signalgrass"
"1083","10.3389/fpls.2017.02236"," panicum virgatum"
"1084","10.3389/fpls.2017.02236"," panicum texanum"
"1085","10.1007/s00572-018-0823-2","p. tinctorius"
"1086","10.1007/s00572-018-0823-2"," pisolithus tinctorius"
"1087","10.1007/s00572-018-0819-y","lactuca serriola"
"1088","10.1007/s00572-018-0819-y"," wild lettuce"
"1089","10.1007/s00572-018-0819-y"," t. asperellum"
"1090","10.7717/peerj.4183","trifolium repens perenne"
"1091","10.7717/peerj.4183"," trifolium repens"
"1092","10.7717/peerj.4183"," lolium perenne"
"1093","10.7717/peerj.4183"," t. repens"
"1094","10.7717/peerj.4183"," perenne l."
"1095","10.7717/peerj.4183"," perenne grass"
"1096","10.7717/peerj.4183"," legume"
"1097","10.7717/peerj.4183"," perenne l. grass"
"1098","10.1186/s13104-017-3105-8","fifty galactia smallii"
"1099","10.1186/s13104-017-3105-8"," pine rocklands"
"1100","10.1016/j.chemosphere.2017.12.025","maize cv"
"1101","10.1016/j.chemosphere.2017.12.025"," hongdan"
"1102","10.1016/j.chemosphere.2017.12.025"," maize"
"1103","10.1016/j.chemosphere.2017.12.025"," maize zea mays mays l. cv"
"1104","10.1016/j.chemosphere.2017.12.025"," zea mays cv"
"1105","10.3934/microbiol.2017.4.938","tomato"
"1106","10.3934/microbiol.2017.4.938"," mentha spicata"
"1107","10.1016/j.scitotenv.2017.11.188","elymus trachycaulus"
"1108","10.1016/j.scitotenv.2017.11.188"," legume lotus"
"1109","10.1016/j.scitotenv.2017.11.188"," grass"
"1110","10.1016/j.scitotenv.2017.11.188"," e. trachycaulus"
"1111","10.1016/j.scitotenv.2017.11.188"," legume lotus corniculatus"
"1112","10.1016/j.scitotenv.2017.11.188"," corniculatus l."
"1113","10.1007/s00572-017-0809-5","grape"
"1114","10.1007/s00572-017-0809-5"," grape"
"1115","10.1007/s00425-017-2808-3","donax a."
"1116","10.1007/s00425-017-2808-3"," arundo donax"
"1117","10.1007/s00425-017-2808-3"," donax plants"
"1118","10.1016/j.scitotenv.2017.09.066","nigrum β-cd s. inoculated"
"1119","10.1016/j.scitotenv.2017.09.066"," nigrum s. treated inoculated"
"1120","10.1016/j.scitotenv.2017.09.066"," nigrum s. treated"
"1121","10.1016/j.scitotenv.2017.09.066"," solanum nigrum"
"1122","10.1016/j.bjm.2017.04.005","exotics"
"1123","10.1016/j.bjm.2017.04.005"," cucurbita pepo"
"1124","10.1016/j.bjm.2017.04.005"," temperate region"
"1125","10.1016/j.ecoenv.2017.06.059","panicum virgatum"
"1126","10.1016/j.jenvman.2017.06.036","triticum"
"1127","10.1016/j.jenvman.2017.06.036"," aestivum"
"1128","10.1016/j.jenvman.2017.06.036"," wheat"
"1129","10.1007/s11356-017-9463-x","v."
"1130","10.3389/fpls.2017.00931","glycyrrhizic"
"1131","10.3389/fpls.2017.00931"," cultivated liquorice uralensis"
"1132","10.3389/fpls.2017.00931"," paddy"
"1133","10.3389/fpls.2017.00931"," liquorice plants"
"1134","10.3389/fpls.2017.00931"," glycyrrhiza uralensis"
"1135","10.3389/fpls.2017.00931"," liquorice"
"1136","10.1039/c7mt00072c","t. patula"
"1137","10.1039/c7mt00072c"," tagetes patula"
"1138","10.1007/s00572-017-0778-8","pigeonpea"
"1139","10.1007/s00572-017-0778-8"," paras"
"1140","10.1007/s00572-017-0778-8"," cajanus cajan"
"1141","10.1007/s00248-017-0999-6","p. aculeata"
"1142","10.1007/s00248-017-0999-6"," cryptostegia madagascariensis"
"1143","10.1007/s00248-017-0999-6"," madagascariensis aculeata virgata c."
"1144","10.1007/s00248-017-0999-6"," prosopis juliflora"
"1145","10.1007/s00248-017-0999-6"," parkinsonia aculeata juliflora"
"1146","10.1007/s00248-017-0999-6"," parkinsonia aculeata"
"1147","10.1080/15226514.2017.1284751","hylotelephium spectabile"
"1148","10.1080/15226514.2017.1284751"," arundinacea spectabile pallida h."
"1149","10.1080/15226514.2017.1284751"," perenne arundinacea l."
"1150","10.1080/15226514.2017.1284751"," arundinacea spectabile f."
"1151","10.1080/15226514.2017.1284751"," t. pallida"
"1152","10.1080/15226514.2017.1284751"," festuca arundinacea"
"1153","10.1080/15226514.2017.1284751"," ryegrass showy stonecrop spectabile"
"1154","10.1080/15226514.2017.1284751"," lolium perenne"
"1155","10.1080/15226514.2017.1284751"," tradescantia pallida"
"1156","10.1080/15226514.2017.1284751"," spectabile h."
"1157","10.1080/15226514.2017.1284751"," ryegrass tall fescue arundinacea"
"1158","10.1080/15226514.2017.1284751"," perenne arundinacea f."
"1159","10.1080/15226514.2017.1284751"," perennial ryegrass perenne fescue stonecrop"
"1160","10.1016/j.scitotenv.2017.05.047","rice"
"1161","10.1016/j.scitotenv.2017.05.047"," jointing"
"1162","10.1016/j.scitotenv.2017.05.047"," jointing flowering"
"1163","10.3389/fpls.2017.00684","zea mays"
"1164","10.3389/fpls.2017.00684"," maize"
"1165","10.1007/s00572-017-0775-y","urmia university"
"1166","10.3389/fpls.2017.00517","pseudoacacia r."
"1167","10.3389/fpls.2017.00517"," robinia"
"1168","10.3389/fpls.2017.00517"," pseudoacacia"
"1169","10.3389/fpls.2017.00517"," black locust"
"1170","10.1016/j.envpol.2017.03.058","x miscanthus giganteus cultivated"
"1171","10.1016/j.envpol.2017.03.058"," x giganteus"
"1172","10.1007/s00572-017-0768-x","epichloe typhina"
"1173","10.1007/s00572-017-0768-x"," verbascum lychnitis"
"1174","10.1007/s00572-017-0768-x"," v. lychnitis"
"1175","10.1002/ecy.1793","tropical montane forests"
"1176","10.1007/s11356-017-8649-6","cinnamomum camphora"
"1177","10.1007/s11356-017-8649-6"," lolium perenne"
"1178","10.1007/s11356-017-8649-6"," camphora c."
"1179","10.1139/cjm-2016-0597","lycium barbarum"
"1180","10.1139/cjm-2016-0597"," barbarum l."
"1181","10.1139/cjm-2016-0597"," barbarum"
"1182","10.2134/jeq2016.04.0125","gm tolerant corn"
"1183","10.2134/jeq2016.04.0125"," corn plants"
"1184","10.2134/jeq2016.04.0125"," corn"
"1185","10.1016/j.plaphy.2017.01.001","trigonella foenum-graecum"
"1186","10.1002/jsfa.8201","cicer arietinum"
"1187","10.1002/jsfa.8201"," chickpea"
"1188","10.1002/jsfa.8201"," chickpea l."
"1189","10.1016/j.scitotenv.2016.12.031","compost tea'"
"1190","10.3389/fpls.2016.01901","soybean"
"1191","10.3389/fpls.2016.01901"," maize"
"1192","10.3389/fpls.2016.01901"," maize soybean"
"1193","10.3389/fpls.2016.01901"," maize rhizobial"
"1194","10.3389/fpls.2016.01901"," intercropping"
"1195","10.3389/fpls.2016.01901"," soybean/maize intercropping"
"1196","10.1371/journal.pone.0167014","rainfed lowland"
"1197","10.1371/journal.pone.0167014"," oryza sativa"
"1198","10.1371/journal.pone.0167014"," o. glaberrima"
"1199","10.1371/journal.pone.0167014"," rice"
"1200","10.1371/journal.pone.0167014"," irrigated upland"
"1201","10.1371/journal.pone.0167014"," rice variety"
"1202","10.1371/journal.pone.0167014"," upland"
"1203","10.1016/j.bjm.2016.10.012","g. glomerulatum"
"1204","10.1016/j.bjm.2016.10.012"," calophyllum"
"1205","10.1016/j.bjm.2016.10.012"," talipariti elatum"
"1206","10.1016/j.bjm.2016.10.012"," paspalum notatum"
"1207","10.1007/s00442-016-3771-6","plantago lanceolata"
"1208","10.1080/15226514.2016.1244157","alluvial"
"1209","10.1016/j.chemosphere.2016.09.145","medicago sativa"
"1210","10.1016/j.chemosphere.2016.09.145"," alfalfa"
"1211","10.1002/ece3.2456",NA
"1212","10.3389/fmicb.2016.01246","acclimatize grow"
"1213","10.3389/fmicb.2016.01246"," c4 herbs"
"1214","10.3389/fmicb.2016.01246"," c4 dicot"
"1215","10.13277/j.hjkx.2016.08.049","maize"
"1216","10.13277/j.hjkx.2016.08.049"," rubber lubricants"
"1217","10.1080/15226514.2016.1207596","chrysopogon zizanioides"
"1218","10.1080/15226514.2016.1207596"," morrowiae margarita clarus a. especially"
"1219","10.1080/15226514.2016.1207596"," vetiver zizanioides"
"1220","10.1080/15226514.2016.1207596"," dentiscutata heterogama"
"1221","10.1080/15226514.2016.1207596"," scrobiculata a."
"1222","10.1080/15226514.2016.1207596"," morrowiae a."
"1223","10.3389/fmicb.2016.01030","scrobiculata mosseae intraradices a."
"1224","10.3389/fmicb.2016.01030"," mulberry"
"1225","10.3389/fmicb.2016.01030"," morus alba"
"1226","10.3389/fmicb.2016.01030"," scrobiculata a."
"1227","10.3389/fmicb.2016.01030"," mulberry growth"
"1228","10.3389/fmicb.2016.01030"," host mulberry l. plant"
"1229","10.1080/15226514.2016.1207602","jatropha"
"1230","10.1080/15226514.2016.1207602"," curcas"
"1231","10.1016/j.ecoenv.2016.06.012","glycine"
"1232","10.1016/j.ecoenv.2016.06.012"," soybean l."
"1233","10.1016/j.ecoenv.2016.06.012"," soybean"
"1234","10.1186/s12862-016-0698-9",NA
"1235","10.1007/s00572-016-0712-5","calamagrostis epigejos"
"1236","10.1007/s00572-016-0712-5"," poaceae"
"1237","10.1007/s00572-016-0712-5"," the chronosequence"
"1238","10.1007/s00572-016-0712-5"," deciduous forest"
"1239","10.1007/s00572-016-0712-5"," epigejos"
"1240","10.1007/s11356-016-6941-5","ryegrass"
"1241","10.1007/s00248-016-0779-8","western himalayas"
"1242","10.1007/s00248-016-0779-8"," mount shukule"
"1243","10.1007/s00248-016-0779-8"," temperate subnival"
"1244","10.15517/rbt.v64i2.20289","mexico"
"1245","10.15517/rbt.v64i2.20289"," catclaw biuncifera"
"1246","10.15517/rbt.v64i2.20289"," catclaw"
"1247","10.15517/rbt.v64i2.20289"," arid ecosystems"
"1248","10.15517/rbt.v64i2.20289"," mimosa biuncifera"
"1249","10.15517/rbt.v64i2.20289"," xeric shrublands"
"1250","10.1016/j.crvi.2016.04.009","cupressus"
"1251","10.1016/j.crvi.2016.04.009"," atlantica  "
"1252",NA,"paris polyphylla"
"1253","10.1007/s00572-016-0699-y","p06"
"1254","10.1007/s00572-016-0699-y"," isolates p06 p04"
"1255","10.1007/s00572-016-0699-y"," poplar"
"1256","10.1007/s00572-016-0699-y"," leohumicola is"
"1257","10.1021/acs.jafc.6b00408","marjoram balm"
"1258","10.1021/acs.jafc.6b00408"," marjoram balm 1.5-fold"
"1259","10.1021/acs.jafc.6b00408"," marjoram 1.5-fold"
"1260","10.1021/acs.jafc.6b00408"," lemon balm"
"1261","10.1021/acs.jafc.6b00408"," herb each"
"1262",NA,"zea mays"
"1263",NA," maize"
"1264",NA," maize l."
"1265","10.1371/journal.pone.0153378","robinia"
"1266","10.1371/journal.pone.0153378"," loess plateau"
"1267","10.1371/journal.pone.0153378"," black locust"
"1268","10.1371/journal.pone.0153378"," pseudoacacia r."
"1269","10.1371/journal.pone.0153378"," pseudoacacia"
"1270","10.1093/aobpla/plw018","ofacacia dealbata"
"1271","10.1093/aobpla/plw018"," froma. dealbata"
"1272","10.1007/s11356-016-6337-6","lettuce plants"
"1273","10.1007/s11356-016-6337-6"," lactuca sativa"
"1274","10.1371/journal.pone.0150181","alder"
"1275","10.1371/journal.pone.0150181"," a. crispa"
"1276","10.1371/journal.pone.0150181"," pioneer species"
"1277","10.1371/journal.pone.0150181"," a. glutinosa"
"1278","10.1371/journal.pone.0150181"," frankia-inoculated ("
"1279","10.1371/journal.pone.0150181"," a. crispa glutinosa"
"1280","10.1038/srep21805","lonicera japonica"
"1281","10.1007/s00572-016-0687-2","rosmarinus officinalis"
"1282","10.1038/srep20469","robinia pseudoacacia"
"1283","10.1038/srep20469"," legume grass"
"1284","10.1038/srep20469"," legume grass herbs"
"1285","10.1038/srep20469"," legume"
"1286","10.1038/srep20469"," grass"
"1287","10.1038/srep20469"," legumes"
"1288","10.1093/jxb/erv561","maize"
"1289","10.1016/j.jplph.2015.11.007","lavandula dentata"
"1290","10.3923/pjbs.2016.158.170","office of"
"1291","10.3923/pjbs.2016.158.170"," p. mooniana"
"1292","10.3923/pjbs.2016.158.170"," southeast sulawesi"
"1293","10.3923/pjbs.2016.158.170"," kendari town"
"1294","10.3923/pjbs.2016.158.170"," pericopsis mooniana"
"1295","10.1371/journal.pone.0145793","elsholtzia splendens"
"1296","10.1371/journal.pone.0145793"," e. splendens"
"1297","10.1371/journal.pone.0145726","pseudoacacia"
"1298","10.1371/journal.pone.0145726"," robinia"
"1299","10.1371/journal.pone.0145726"," leguminous tree"
"1300","10.1371/journal.pone.0145726"," pseudoacacia r."
"1301","10.1080/15226514.2015.1131232","p. virgatum"
"1302","10.1080/15226514.2015.1131232"," panicum virgatum"
"1303","10.1007/s11356-015-5914-4","energy the growth maize"
"1304","10.1007/s11356-015-5914-4"," maize"
"1305",NA,"pteris vittata"
"1306","10.1007/s00572-015-0670-3","robinia"
"1307","10.1007/s00572-015-0670-3"," robinia pseudoacacia"
"1308","10.1007/s00572-015-0670-3"," black locust"
"1309","10.1007/s00572-015-0670-3"," robinia pseudoacacia named"
"1310","10.1007/s00572-015-0670-3"," pseudoacacia"
"1311","10.1007/s00572-015-0666-z","trifoliate orange"
"1312","10.1007/s00572-015-0666-z"," poncirus trifoliata"
"1313","10.3389/fpls.2015.00815","durum wheat"
"1314","10.3389/fpls.2015.00815"," inner sicily"
"1315","10.1007/s00572-015-0659-y","tabebuia chrysantha"
"1316","10.1007/s00572-015-0659-y"," cedrela montana"
"1317","10.1007/s00572-015-0659-y"," handroanthus chrysanthus"
"1318","10.1007/s00572-015-0659-y"," tropical tree"
"1319","10.1007/s00572-015-0659-y"," heliocarpus americanus"
"1320","10.1007/s11356-015-5094-2","medicago sativa"
"1321","10.1007/s11356-015-5094-2"," hieracium pilosella"
"1322",NA,"phragmites australis australis"
"1323",NA," wetland"
"1324","10.1111/pce.12600","grassland"
"1325","10.1111/pce.12600"," lolium multiflorum"
"1326","10.1111/pce.12600"," clover"
"1327","10.1111/pce.12600"," trifolium pratense"
"1328","10.1111/pce.12600"," the grass"
"1329","10.1371/journal.pone.0128841","plant populus cathayana"
"1330","10.1371/journal.pone.0128841"," dioecious plant"
"1331","10.1016/j.chemosphere.2015.04.023","rice"
"1332","10.1016/j.chemosphere.2015.04.023"," am rice"
"1333","10.3390/jof1010055","s. plorans sibircus"
"1334","10.3390/jof1010055"," pinus cembra"
"1335","10.3390/jof1010055"," trees the"
"1336","10.3390/jof1010055"," high-altitude"
"1337","10.3390/jof1010055"," trees"
"1338","10.1007/s00572-015-0638-3","arabian desert"
"1339","10.1007/s00572-015-0638-3"," sorghum"
"1340","10.1007/s00572-015-0638-3"," sorghum bicolor"
"1341","10.3389/fmicb.2015.00203","poncirus trifoliata"
"1342","10.3389/fmicb.2015.00203"," trifoliate orange"
"1343","10.1080/15226514.2014.989311",NA
"1344","10.1007/s11356-014-3837-0","zea mays"
"1345","10.1007/s11356-014-3837-0"," maize"
"1346","10.1007/s11356-014-3837-0"," southern tuscany"
"1347","10.1016/j.scitotenv.2015.01.085","anthyllis cytisoides"
"1348","10.1038/srep08122","wheat bean"
"1349","10.1038/srep08122"," wheat uninoculated"
"1350","10.1038/srep08122"," faba bean"
"1351","10.1038/srep08122"," wheat"
"1352","10.1038/srep08122"," intercropping"
"1353","10.1038/srep08122"," competing wheat"
"1354","10.1016/j.ecoenv.2014.12.033","populus euphratica"
"1355","10.1016/j.ecoenv.2014.12.033"," pb/zn ore"
"1356","10.1016/j.ecoenv.2014.12.033"," p. cathayana"
"1357","10.3389/fmicb.2014.00682","poncirus trifoliata"
"1358","10.3389/fmicb.2014.00682"," trifoliate orange raf"
"1359","10.1080/15226514.2014.950408","kettara mine"
"1360","10.1080/15226514.2014.950408"," canna indica"
"1361","10.1016/j.jplph.2014.08.019","trifolium repens"
"1362","10.1016/j.ecoenv.2014.09.019","helianthus annuus"
"1363","10.1016/j.ecoenv.2014.09.019"," p. putida"
"1364","10.1016/j.ecoenv.2014.09.019"," oilcake"
"1365","10.1007/s00572-014-0613-4","plantago lanceolata"
"1366","10.1007/s00572-014-0613-4"," temperate material"
"1367","10.1007/s00572-014-0613-4"," arctic amf"
"1368",NA,"insignis"
"1369",NA," z. insignis"
"1370",NA," pioneer"
"1371",NA,"maize"
"1372","10.1007/s10646-014-1368-6","oryza sativa"
"1373","10.1007/s10646-014-1368-6"," upland rice"
"1374","10.1007/s10646-014-1368-6"," upland rice l."
"1375","10.5423/PPJ.OA.10.2012.0156","guava"
"1376","10.1016/j.jes.2014.07.013","trees legumes"
"1377","10.1016/j.jes.2014.07.013"," glomeraceae"
"1378","10.1016/j.jes.2014.07.013"," legume"
"1379","10.1016/j.jes.2014.07.013"," trees"
"1380","10.1016/j.jes.2014.07.013"," legumes"
"1381","10.1007/s00442-014-3091-7","semi-woody plants"
"1382","10.1007/s10646-014-1331-6","zea mays"
"1383","10.1007/s10646-014-1331-6"," maize"
"1384","10.1007/s10646-014-1331-6"," z. mays"
"1385","10.1007/s10646-014-1331-6"," maize l."
"1386","10.1007/s00572-014-0600-9","paras pusa"
"1387","10.1007/s00572-014-0600-9"," cajanus cajan"
"1388","10.1007/s11356-014-3396-4","oat"
"1389","10.1007/s11356-014-3396-4"," avena sativa"
"1390","10.1007/s00572-014-0596-1","sorghum vulgare"
"1391","10.1007/s00572-014-0596-1"," delhi"
"1392","10.1007/s00572-014-0596-1"," c4 grass"
"1393","10.1371/journal.pone.0101487","red clover"
"1394","10.1371/journal.pone.0101487"," wheat bread"
"1395","10.1016/j.scitotenv.2014.06.045","compost tea'"
"1396","10.1080/15226514.2013.856852","crotalaria juncea"
"1397","10.1080/15226514.2013.856852"," acacia mangium"
"1398","10.1080/15226514.2013.856852"," mangium juncea c."
"1399","10.1080/15226514.2013.856852"," enterolobium"
"1400","10.1080/15226514.2013.856852"," leguminous species"
"1401","10.1080/15226514.2013.856852"," crotalaria juncea contortisiliquum"
"1402","10.1890/13-0025.1","tallgrass prairies"
"1403","10.1890/13-0025.1"," prairie legume"
"1404","10.1890/13-0025.1"," canescens a."
"1405","10.1890/13-0025.1"," leguminous plants"
"1406","10.1890/13-0025.1"," amorpha canescens"
"1407","10.1111/nph.12876","quercus robur"
"1408","10.1111/nph.12876"," robur q.  "
"1409","10.1111/nph.12876"," piloderma croceum"
"1410","10.1111/nph.12876"," p. "
"1411","10.1111/nph.12876"," pedunculate oak"
"1412","10.1111/nph.12876"," oak"
"1413","10.1111/nph.12876"," robur q."
"1414","10.1007/s11356-014-2938-0","mycorrhizal poplar willows"
"1415","10.1007/s11356-014-2938-0"," beans"
"1416","10.1007/s11356-014-2938-0"," bean"
"1417","10.1007/s11356-014-2938-0"," poplar willows"
"1418","10.1007/s11356-014-2938-0"," dwarf beans"
"1419","10.1007/s00284-014-0589-5","t. virens"
"1420","10.1007/s00284-014-0589-5"," p. sylvestris"
"1421","10.1007/s00284-014-0589-5"," mongolica"
"1422","10.1007/s00284-014-0589-5"," pinus sylvestris"
"1423","10.1007/s00572-014-0582-7","woody perennial"
"1424","10.1007/s00572-014-0582-7"," acacia nilotica"
"1425","10.1007/s00572-014-0582-7"," woody"
"1426","10.1038/srep04671","sedum hance"
"1427","10.1038/srep04671"," stonecrop ( is"
"1428","10.1038/srep04671"," stonecrop"
"1429","10.1038/srep04671"," alfredii hance"
"1430","10.1038/srep04671"," ipomoea aquatica"
"1431","10.1038/srep04671"," alfred stonecrop"
"1432","10.1038/srep04671"," sedum alfredii hance"
"1433","10.1038/srep04671"," upland"
"1434","10.1371/journal.pone.0093967","czech karst"
"1435","10.1371/journal.pone.0093967"," herb"
"1436","10.1371/journal.pone.0093967"," aster amellus"
"1437",NA,"rice"
"1438",NA," glomusfasciculatum biofertilizer"
"1439",NA," rice"
"1440",NA," p. indica"
"1441",NA," aerobic rice"
"1442","10.1371/journal.pone.0090738","berseem clover"
"1443","10.1371/journal.pone.0090738"," inner sicily italy"
"1444","10.1371/journal.pone.0090738"," berseem clover grown"
"1445","10.1016/j.jplph.2013.10.023","tomato plants"
"1446","10.1016/j.jplph.2013.10.023"," coriolopsis floccosa"
"1447","10.1016/j.jplph.2013.10.023"," tomato plants"
"1448","10.1007/s11356-014-2696-z","t. articulata"
"1449","10.1007/s11356-014-2696-z"," tetraclinis articulata"
"1450","10.1007/s10646-014-1200-3",NA
"1451","10.1007/s00572-014-0555-x","white spruce"
"1452","10.1007/s00572-014-0555-x"," jack pine"
"1453","10.1007/s00572-014-0555-x"," pinus banksiana"
"1454","10.1007/s00572-014-0555-x"," picea glauca"
"1455","10.1007/s00572-014-0555-x"," thelephora americana"
"1456","10.3732/ajb.1300262","hexaploids"
"1457","10.3732/ajb.1300262"," aster amellus"
"1458","10.3732/ajb.1300262"," asteraceae"
"1459","10.3732/ajb.1300262"," hexaploid plants"
"1460","10.3732/ajb.1300262"," hexaploids benefiting"
"1461","10.1890/13-1821.1","grassland"
"1462","10.1890/13-1821.1"," lolium plantago"
"1463","10.1890/13-1821.1"," an experimental grassland"
"1464","10.1890/13-1821.1"," trifolium"
"1465","10.1890/13-1821.1"," grassland lolium trifolium plantago"
"1466","10.1890/13-1821.1"," lolium trifolium"
"1467","10.1590/s1517-83822014000400007","tropstrato)"
"1468","10.1590/s1517-83822014000400007"," longula a."
"1469","10.1590/s1517-83822014000400007"," dentiscutata heterogama"
"1470","10.1590/s1517-83822014000400007"," maize"
"1471","10.1590/s1517-83822014000400007"," corn plants"
"1472","10.1590/s1517-83822014000400007"," the tropstrato"
"1473","10.1038/ismej.2013.224","tomato"
"1474","10.1016/j.jplph.2013.10.011","cooke and massee"
"1475","10.1016/j.jplph.2013.10.011"," eucalyptus globulus"
"1476","10.1016/j.jplph.2013.10.011"," an labill endemic fabaceae"
"1477","10.1016/j.jplph.2013.10.011"," acacia spirorbis"
"1478","10.1890/12-1943.1","plantago lanceolata"
"1479","10.1890/12-1943.1"," catalpol aucubin"
"1480","10.3389/fpls.2013.00338","cucumis sativus"
"1481","10.3389/fpls.2013.00338"," cucurbitaceae"
"1482",NA,"casuarina equisetifolia"
"1483",NA," equisetifolia c."
"1484","10.1016/j.chemosphere.2013.07.089","ryegrass"
"1485","10.1016/j.chemosphere.2013.07.089"," stonecrop ryegrass"
"1486","10.1016/j.chemosphere.2013.07.089"," ryegrass gm-inoculated"
"1487","10.1016/j.chemosphere.2013.07.089"," lolium perenne"
"1488","10.1016/j.chemosphere.2013.07.089"," stonecrop pot(-1"
"1489","10.1016/j.chemosphere.2013.07.089"," sedum hance"
"1490","10.1016/j.chemosphere.2013.07.089"," fast-growing perennial ryegrass l."
"1491","10.1016/j.chemosphere.2013.07.089"," alfredii hance"
"1492","10.1016/j.chemosphere.2013.07.089"," alfred stonecrop"
"1493","10.1016/j.chemosphere.2013.07.089"," sedum alfredii hance"
"1494","10.1371/journal.pone.0070633","cassava"
"1495","10.1093/aob/mct177","vulgare fleet'"
"1496","10.1093/aob/mct177"," pedicularis rex"
"1497","10.1093/aob/mct177"," pedicularis species"
"1498","10.1093/aob/mct177"," host barley"
"1499","10.1093/aob/mct177"," pedicularis spp"
"1500","10.1093/aob/mct177"," hordeum vulgare"
"1501","10.1093/aob/mct177"," p. tricolor"
"1502","10.1093/aob/mct177"," the root hemiparasites"
"1503","10.1016/j.jenvrad.2013.07.001","ryegrass"
"1504","10.1016/j.jenvrad.2013.07.001"," cucumber perennial ryegrass"
"1505","10.1016/j.jenvrad.2013.07.001"," sunflower plants"
"1506","10.1016/j.jenvrad.2013.07.001"," cucumber barley plants"
"1507","10.1016/j.jenvrad.2013.07.001"," cucumber ryegrass sunflower"
"1508","10.1016/j.jenvrad.2013.07.001"," cucumber barley"
"1509","10.1016/j.chemosphere.2013.04.093","p. vittata"
"1510","10.1016/j.chemosphere.2013.04.093"," non-hyperaccumulator"
"1511","10.1016/j.chemosphere.2013.04.093"," dactylon c."
"1512","10.1016/j.chemosphere.2013.04.093"," cynodon dactylon"
"1513","10.1016/j.chemosphere.2013.04.093"," pteris vittata"
"1514",NA,"non-grafted watermelon growing"
"1515",NA," watermelon"
"1516",NA," watermelon seedling"
"1517",NA," grafted watermelon"
"1518","10.1016/s1001-0742(12)60060-6","chrysanthemum"
"1519","10.1111/nph.12273","grass"
"1520","10.1007/s00572-013-0494-y","knautia arvensis"
"1521","10.1093/aob/mct062","c. sinense"
"1522","10.1093/aob/mct062"," c. sinense adult"
"1523","10.1093/aob/mct062"," cymbidium"
"1524","10.1093/aob/mct062"," orchid mycorrhizas"
"1525","10.1093/aob/mct062"," terrestrial orchid"
"1526","10.1093/aob/mct062"," terrestrial orchids"
"1527","10.1080/09593330.2012.689369","amanita muscaria"
"1528","10.1080/09593330.2012.689369"," mycorrhizal willows"
"1529","10.1080/09593330.2012.689369"," salix"
"1530","10.1080/09593330.2012.689369"," s. viminalis"
"1531","10.1080/09593330.2012.689369"," willows"
"1532","10.1080/15226514.2012.716099","p. the"
"1533","10.1080/15226514.2012.716099"," canavalia gladiata"
"1534","10.1080/15226514.2012.716099"," a forrage leguminous"
"1535","10.1093/aob/mct035","legume"
"1536","10.1093/aob/mct035"," v. juncea"
"1537","10.1111/pce.12082","maize"
"1538","10.1890/11-1715.1","pinus radiata"
"1539","10.1890/11-1715.1"," monterey pines"
"1540","10.1890/11-1715.1"," monterey pine"
"1541","10.1371/journal.pone.0048669","medicago sativa"
"1542","10.1371/journal.pone.0048669"," alfalfa"
"1543","10.1371/journal.pone.0048669"," alfalfa l."
"1544","10.1007/s00572-012-0460-0","forest soil"
"1545","10.1007/s00572-012-0460-0"," scots pine"
"1546","10.1016/j.jhazmat.2012.08.020","gg gm gm gm gv gv gv gg +"
"1547","10.1016/j.jhazmat.2012.08.020"," upland rice"
"1548","10.1016/j.jhazmat.2012.08.020"," rice"
"1549","10.1016/j.jhazmat.2012.08.020"," gg gv"
